"2019171001","2019171001240400","2404","0","theft-of-motor-vehicle","auto-theft","3/17/2019 8:00:00 PM","3/18/2019 8:30:00 AM","3/18/2019 9:19:00 AM","15600 BLK E 51ST DR","3195173","1712670","-104.80550030","39.78803880","5","522","gateway-green-valley-ranch","1","0"
"2019166959","2019166959544100","5441","0","traffic-accident","traffic-accident","3/16/2019 1:40:00 PM","","3/16/2019 1:45:00 PM","W 3RD AVE / S BROADWAY ST","3144178","1687890","-104.98745290","39.720944","3","311","baker","0","1"
"2019170898","2019170898544100","5441","0","traffic-accident","traffic-accident","3/18/2019 8:00:00 AM","","3/18/2019 9:34:00 AM","LARIMER ST / 25TH ST","3144359","1701251","-104.986541","39.75761960","6","612","five-points","0","1"
"2019170910","2019170910544100","5441","0","traffic-accident","traffic-accident","3/18/2019 8:06:00 AM","","3/18/2019 9:13:00 AM","I25 HWYSB / E EVANS AVE","3159316","1672499","-104.93398010","39.67844570","3","314","university-hills","0","1"
"2019171978","2019171978544100","5441","0","traffic-accident","traffic-accident","3/18/2019 4:48:00 PM","","3/18/2019 4:48:00 PM","","3147192","1677465","-104.97695180","39.692278","3","312","washington-park-west","0","1"
"201965100","201965100544100","5441","0","traffic-accident","traffic-accident","1/29/2019 3:12:00 PM","","1/29/2019 4:15:00 PM","2300 BLOCK E 2ND AVE","3152186","1687356","-104.95899670","39.71935060","3","311","cherry-creek","0","1"
"20196000819","20196000819230500","2305","0","theft-items-from-vehicle","theft-from-motor-vehicle","1/27/2019 10:15:00 PM","1/27/2019 11:15:00 PM","1/29/2019 10:34:00 AM","1150 N GALAPAGO ST","3141864","1692904","-104.99557990","39.734744","1","123","lincoln-park","1","0"
"201965058","201965058239900","2399","0","theft-other","larceny","1/29/2019 2:56:00 PM","","1/29/2019 2:56:00 PM","1400 BLK S SHERIDAN BLVD","3125849","1676928","-105.05280240","39.69111670","4","421","mar-lee","1","0"
"201964090","201964090230500","2305","0","theft-items-from-vehicle","theft-from-motor-vehicle","1/27/2019 6:00:00 PM","1/29/2019 7:50:00 AM","1/29/2019 7:56:00 AM","700 BLK W 48TH AVE","3141793","1710517","-104.99548460","39.78309560","1","112","globeville","1","0"
"201964548","201964548540100","5401","0","traffic-accident-hit-and-run","traffic-accident","1/29/2019 11:23:00 AM","","1/29/2019 12:25:00 PM","W 26TH AVE / N ELIOT ST","3133941","1700176","-105.02361530","39.75482430","1","121","jefferson-park","0","1"
"201964498","201964498231000","2310","0","theft-from-mails","larceny","1/29/2019 3:42:00 AM","","1/29/2019 11:00:00 AM","3904 S WHITING WAY","3171767","1660074","-104.89004170","39.64411480","3","324","hampden-south","1","0"
"201964868","201964868230500","2305","0","theft-items-from-vehicle","theft-from-motor-vehicle","1/29/2019 12:00:00 AM","1/29/2019 1:00:00 PM","1/29/2019 1:49:00 PM","200 W 48TH AVE","3143087","1710576","-104.99087930","39.78323770","1","112","globeville","1","0"
"201964484","201964484299900","2999","0","criminal-mischief-other","public-disorder","1/29/2019 10:55:00 AM","","1/29/2019 10:55:00 AM","1255 S BELLAIRE ST","3157877","1678128","-104.938969","39.69392310","3","322","virginia-village","1","0"
"201957900","201957900131600","1316","0","threats-to-injure","public-disorder","1/26/2019 1:33:00 AM","","1/29/2019 10:45:00 AM","1701 CHESTNUT PL","3139922","1700233","-105.00234210","39.75489280","6","612","union-station","1","0"
"201964861","201964861410400","4104","0","liquor-possession","drug-alcohol","1/29/2019 1:45:00 PM","","1/29/2019 2:04:00 PM","1600 BLOCK E COLFAX AVE","3149546","1694772","-104.96822710","39.73975170","6","622","cheesman-park","1","0"
"201964190","201964190531200","5312","0","disturbing-the-peace","public-disorder","1/29/2019 8:40:00 AM","","1/29/2019 9:27:00 AM","2100 BLOCK S HOLLY ST","3162728","1672411","-104.92186020","39.67814510","3","323","goldsmith","1","0"
"201965412","201965412544100","5441","0","traffic-accident","traffic-accident","1/29/2019 5:40:00 PM","","1/29/2019 6:49:00 PM","4300 BLK S MONACO ST","3165950","1657125","-104.91076570","39.63612440","3","324","southmoor-park","0","1"
"201958202","201958202570700","5707","0","criminal-trespassing","all-other-crimes","1/26/2019 6:55:00 AM","1/26/2019 6:56:00 AM","1/26/2019 7:55:00 AM","4901 N FEDERAL BLVD","3133327","1711474","-105.02558920","39.78584790","1","111","regis","1","0"
"201964984","201964984544100","5441","0","traffic-accident","traffic-accident","1/29/2019 2:34:00 PM","","1/29/2019 2:57:00 PM","1000 BLOCK S QUEBEC ST","3167891","1678990","-104.90336410","39.69611430","3","322","washington-virginia-vale","0","1"
"201964857","201964857480300","4803","0","police-false-information","all-other-crimes","1/29/2019 1:44:00 PM","","1/29/2019 3:36:00 PM","200 BLK W 48TH AVE","3143087","1710576","-104.99087930","39.78323770","1","112","globeville","1","0"
"201964102","201964102544100","5441","0","traffic-accident","traffic-accident","1/29/2019 8:00:00 AM","","1/29/2019 12:11:00 PM","CHAMPA ST / 20TH ST","3143654","1698564","-104.98910220","39.75025420","6","611","cbd","0","1"
"201956130","201956130540100","5401","0","traffic-accident-hit-and-run","traffic-accident","1/25/2019 11:55:00 AM","","1/26/2019 11:06:00 AM","4500 BLOCK N PEORIA ST","3183752","1709138","-104.84622960","39.77857580","5","521","montbello","0","1"
"201964237","201964237540100","5401","0","traffic-accident-hit-and-run","traffic-accident","1/29/2019 9:03:00 AM","","1/29/2019 11:30:00 AM","8800 BLOCK E 17TH AVE","3172792","1696370","-104.88553020","39.74373590","2","223","east-colfax","0","1"
"201965393","201965393544100","5441","0","traffic-accident","traffic-accident","1/29/2019 5:40:00 PM","","1/29/2019 5:40:00 PM","","3178233","1708104","-104.86589070","39.77584470","5","511","stapleton","0","1"
"201964504","201964504240400","2404","0","theft-of-motor-vehicle","auto-theft","1/28/2019 5:15:00 PM","1/28/2019 5:20:00 PM","1/29/2019 2:52:00 PM","W EVANS AVE / S FEDERAL BLVD","3133680","1672421","-105.02505960","39.67863480","4","421","harvey-park","1","0"
"201964313","201964313239900","2399","0","theft-other","larceny","1/28/2019 7:00:00 PM","1/29/2019 7:00:00 AM","1/29/2019 9:35:00 AM","W IOWA AVE / S ACOMA ST","3143883","1675733","-104.98874480","39.687575","3","313","overland","1","0"
